id,win,assists,basicPings,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,deaths,detectorWardsPlaced,goldEarned,goldSpent,individualPosition,inhibitorKills,inhibitorsLost,inhibitorTakedowns,itemsPurchased,killingSprees,kills,largestKillingSpree,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,summonerLevel,timeCCingOthers,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretsLost,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced
EUW16011090250,0,32,104.0,23,6503.0,39515,48,10,55265,54685,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,20.0,0.0,109,8,29,13,2913,105430,31486,59506,131,411555,57527,68405,1291,98,562245,95133,983,139982,27817,6797,550,1016,1583,45257,6115,12064,2,55.0,111,10,5,60
EUW16011090250,1,43,87.0,12,24481.0,47525,29,4,66536,61005,TOPJUNGLEMIDDLEBOTTOMUTILITY,4,0.0,10.0,104,10,48,16,2189,217758,58750,32786,183,414794,54389,81668,1341,141,676337,124933,1507,121571,38210,3997,545,1050,787,43781,11787,7115,11,10.0,126,5,19,44
EUW16029259025,0,119,54.0,3,5370.0,5370,59,0,76178,75565,InvalidInvalidInvalidInvalidInvalid,1,10.0,5.0,103,10,47,16,1280,172314,65590,109662,0,204826,73176,67865,511,247,397114,144073,5470,187463,48596,4616,241,1426,1416,19968,5303,9932,2,20.0,0,0,0,0
EUW16029259025,1,149,7.0,3,7001.0,7001,47,0,77772,74065,InvalidInvalidInvalidInvalidInvalid,2,5.0,7.0,90,14,59,17,1095,250688,109662,65589,0,129258,49994,81398,1238,288,389215,168713,5293,152353,40242,2398,253,1442,1258,9263,9053,5361,4,10.0,0,0,0,0
EUW16050283137,0,18,93.0,20,8895.0,31899,29,11,51191,47260,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,5.0,0.0,105,3,18,13,3773,309116,53496,60378,201,266375,38573,79633,2008,222,634828,95837,0,144668,23708,733,606,2405,827,59332,3764,4651,5,45.0,110,14,11,50
EUW16050283137,1,52,128.0,24,23965.0,70099,18,10,57943,51925,TOPJUNGLEMIDDLEBOTTOMUTILITY,1,0.0,4.0,110,7,28,18,3019,292486,58494,54375,131,299310,45769,66846,1555,193,645430,108901,5191,124972,46420,7431,605,2676,402,53629,4634,3745,9,25.0,133,11,16,42
EUW16050355206,0,23,52.0,18,5671.0,18199,44,8,50811,47035,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,5.0,0.0,108,2,15,3,2673,202408,36431,59389,140,235264,26984,58164,1470,79,508750,71971,1125,129150,24175,683,597,649,1398,71073,8552,11593,3,35.0,139,8,15,66
EUW16050355206,1,66,103.0,10,17684.0,88938,15,8,61204,53366,TOPJUNGLEMIDDLEBOTTOMUTILITY,1,0.0,5.0,86,7,43,26,4592,254878,58239,39804,176,317986,40308,63514,1406,103,624705,110103,4725,111873,35015,19900,575,564,449,51838,11551,8552,7,15.0,139,8,20,62
EUW16050361025,0,19,74.0,7,21108.0,90187,45,2,58079,55333,TOPJUNGLEMIDDLEBOTTOMUTILITY,1,10.0,2.0,104,5,20,8,2513,102599,23216,68729,179,482858,58506,81022,1446,114,660116,91001,2835,157093,17268,656,615,1546,1413,74653,9274,7340,8,50.0,138,2,12,53
EUW16050361025,1,78,133.0,11,26160.0,70585,20,5,68111,59950,TOPJUNGLEMIDDLEBOTTOMUTILITY,2,5.0,9.0,105,11,45,28,2632,220896,66055,25952,164,485206,55205,93535,2258,119,743362,128491,2409,128765,51144,16010,634,1116,512,37256,7229,9275,10,45.0,115,6,11,56
EUW16050420998,0,22,62.0,14,9145.0,11326,42,5,46904,44310,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,15.0,0.0,102,4,23,9,1856,92031,27194,49383,77,279002,28797,54138,923,133,428630,60130,4967,124743,18454,834,499,1894,1086,57592,4134,21218,2,55.0,79,5,5,40
EUW16050420998,1,44,55.0,18,20286.0,80754,23,3,59601,53238,TOPJUNGLEMIDDLEBOTTOMUTILITY,3,0.0,8.0,96,10,42,18,2400,211121,48435,29509,163,294208,38154,56990,1760,100,579714,107803,3440,94333,24547,5866,521,1190,648,74380,21210,7827,10,10.0,83,5,7,36
EUW16050509426,0,17,45.0,26,4170.0,14013,27,10,36417,32975,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,10.0,0.0,91,3,15,5,2641,147346,26757,32586,70,156183,11674,48214,1752,66,321851,42210,734,83383,24492,3455,445,704,584,18320,3778,2579,1,40.0,65,11,7,36
EUW16050509426,1,26,67.0,14,19095.0,75840,15,5,46928,38560,TOPJUNGLEMIDDLEBOTTOMUTILITY,2,0.0,8.0,80,7,27,20,2458,156679,31480,29191,152,291854,32638,33593,1860,79,484778,66702,0,66565,18164,164,446,1468,356,36242,2581,3777,8,5.0,96,5,15,37
EUW16050567919,0,30,131.0,11,5254.0,19132,37,4,43805,41380,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,10.0,0.0,87,3,19,7,1881,153778,32674,56169,93,191681,20006,54652,1483,75,365944,57381,1722,113516,12393,979,460,818,858,20483,4698,2689,2,50.0,71,4,6,35
EUW16050567919,1,45,56.0,17,20874.0,72878,19,8,56213,52730,TOPJUNGLEMIDDLEBOTTOMUTILITY,2,0.0,3.0,97,9,37,23,3644,225877,55077,35906,172,286087,34017,53882,1639,114,531638,91787,2465,96490,23332,646,483,1144,465,19672,2691,6697,10,10.0,108,8,7,42
EUW16084263345,0,172,21.0,14,11288.0,11288,64,0,90275,89765,InvalidInvalidInvalidInvalidInvalid,2,15.0,4.0,98,20,69,14,1099,327562,147575,130050,0,158863,42578,82436,1411,179,501557,201309,8822,226515,34862,11717,282,919,1874,15127,11151,14023,4,20.0,0,0,0,0
EUW16084263345,1,143,104.0,11,6381.0,6381,69,0,93256,104860,InvalidInvalidInvalidInvalidInvalid,3,10.0,10.0,116,15,64,13,1055,355022,130051,147575,0,154756,66724,59289,2504,257,544442,210460,20227,221020,17481,7559,317,2138,2044,34661,13679,14151,3,20.0,3,0,0,0
EUW16084668496,0,27,122.0,21,9246.0,30768,46,13,52796,50050,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,10.0,0.0,112,4,23,7,2181,144512,28967,46340,125,355361,44962,73698,1353,117,534392,80434,1320,136613,37091,486,579,870,1120,34514,6502,16569,3,45.0,98,16,13,50
EUW16084668496,1,85,304.0,23,22151.0,82232,23,9,65505,61775,TOPJUNGLEMIDDLEBOTTOMUTILITY,2,0.0,8.0,120,13,46,19,2859,193786,45049,31657,193,468958,57995,65866,2513,107,700625,118190,0,103463,26550,314,653,894,667,37878,15142,5935,9,15.0,115,11,17,43
EUW16084675203,0,127,44.0,9,5353.0,5353,52,0,68346,66260,InvalidInvalidInvalidInvalidInvalid,1,10.0,2.0,95,15,53,17,993,163741,77077,40139,0,168500,73699,90198,1877,133,360103,166823,0,148487,18158,457,231,837,1138,27858,16046,18142,2,20.0,0,0,0,0
EUW16084675203,1,132,28.0,3,9960.0,9960,53,0,71473,62685,InvalidInvalidInvalidInvalidInvalid,2,5.0,10.0,96,12,52,10,937,96404,39335,76272,0,218764,80741,80426,1763,141,357106,150898,8139,185658,19486,808,245,465,1278,41932,30817,28955,4,10.0,0,0,0,0
EUW16084720320,0,12,254.0,19,2442.0,21015,21,10,38711,36775,TOPJUNGLEBOTTOMMIDDLEUTILITY,0,5.0,0.0,84,4,14,9,2716,178617,22299,31955,146,264995,21192,35871,1499,46,477877,47252,1210,71324,12677,0,541,1435,539,34260,3758,3492,0,30.0,100,12,19,45
EUW16084720320,1,37,208.0,15,17513.0,60504,14,8,51342,49375,TOPJUNGLEMIDDLEBOTTOMUTILITY,1,0.0,1.0,97,4,21,13,2615,235406,30499,24144,163,275128,26707,39904,948,53,536860,59961,0,67069,21281,226,588,669,269,26320,2751,3015,6,0.0,94,9,23,46
EUW16084812768,0,43,311.0,16,9831.0,18196,24,6,46267,44045,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,5.0,0.0,102,6,24,13,2912,133075,29270,26491,113,230414,34447,41449,1992,109,656939,70203,6226,74221,8797,0,509,810,683,293447,6483,6277,3,40.0,112,7,24,39
EUW16084812768,1,40,256.0,33,16420.0,72596,24,21,50565,45275,TOPJUNGLEMIDDLEBOTTOMUTILITY,1,0.0,4.0,112,3,24,10,2521,136493,26063,30614,141,267268,33214,55254,1746,123,454623,65559,0,93209,17427,999,509,1458,546,50859,6279,7338,8,15.0,139,25,18,63
EUW16085163406,0,69,384.0,32,18870.0,94005,34,19,73411,73055,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,5.0,0.0,128,9,40,14,2860,193909,36263,56289,245,611747,81166,90442,2604,149,844966,134183,7026,166235,53135,1179,686,1871,1173,39305,16750,19498,7,40.0,185,21,30,73
EUW16085163406,1,65,301.0,24,22963.0,71296,40,13,72263,68895,TOPJUNGLEMIDDLEBOTTOMUTILITY,1,0.0,2.0,129,6,34,13,2138,195777,52366,38051,173,558931,62289,101904,2535,191,807762,128541,14116,152137,44304,914,765,2490,1253,53053,13881,12177,8,35.0,175,14,31,63
EUW16085219103,0,7,80.0,13,2861.0,14251,22,4,24730,22500,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,0.0,0.0,64,2,8,2,1811,57259,12222,19448,75,137492,17238,30755,2115,48,207733,31296,1220,52022,10052,2196,326,602,416,12979,1832,1814,0,10.0,66,6,6,29
EUW16085219103,1,24,128.0,17,8289.0,26322,8,7,33205,26400,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,0.0,0.0,71,6,22,15,1756,128115,18679,12812,96,138402,19201,29298,2892,55,280565,39698,1759,43946,10489,1949,356,578,114,14044,1815,1832,2,0.0,65,7,7,34
EUW16085342773,0,30,151.0,20,3610.0,36045,25,11,41888,39310,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,5.0,0.0,94,3,18,8,3349,284821,38419,32697,168,137387,13374,62765,2187,106,455267,54675,235,110285,59493,3891,486,1002,736,33054,2879,14820,0,40.0,122,14,18,45
EUW16085342773,1,42,216.0,18,16790.0,74486,18,9,54396,54550,TOPJUNGLEMIDDLEBOTTOMUTILITY,1,0.0,4.0,102,5,25,10,2958,157949,29174,40176,171,352867,38992,34461,1974,120,582145,82130,2706,76659,17937,3538,652,1071,548,71325,13962,2020,8,0.0,101,11,16,44
EUW16085348925,0,47,288.0,33,9296.0,51803,34,20,64919,62750,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,10.0,0.0,123,7,27,10,3011,309750,47292,41940,226,473682,55449,74578,2622,200,816634,106410,1757,137819,34731,234,741,2063,973,33198,3666,21298,5,45.0,211,20,42,101
EUW16085348925,1,78,569.0,36,20346.0,90531,27,26,70635,63085,TOPJUNGLEMIDDLEBOTTOMUTILITY,2,0.0,7.0,132,7,34,19,4411,319976,40617,49704,203,395007,48149,84101,2528,104,826109,110069,8172,137473,39587,668,782,1036,705,111121,21299,3664,9,25.0,203,27,48,85
EUW16085478902,0,119,10.0,6,5703.0,5703,62,0,75104,72340,InvalidInvalidInvalidInvalidInvalid,0,15.0,0.0,102,13,51,12,929,189260,70083,97969,0,209269,64824,74197,2724,225,432738,142456,5299,179295,17303,3366,263,1972,1512,34204,7546,7125,2,20.0,10,0,0,0
EUW16085478902,1,153,59.0,1,8204.0,8204,51,0,78034,73713,InvalidInvalidInvalidInvalidInvalid,3,0.0,12.0,94,17,62,14,943,206764,97969,70083,0,163466,61768,77248,1807,231,377610,166867,11442,154882,24805,12497,250,1045,1376,7376,7126,7546,4,10.0,0,0,0,0
EUW16086371890,0,13,91.0,23,585.0,11732,20,11,34093,32960,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,0.0,0.0,91,1,8,2,2262,160266,22350,26995,87,168836,25445,39605,2484,96,357718,50769,1064,67106,7220,672,537,810,395,28610,2971,505,0,25.0,94,12,9,49
EUW16086371890,1,33,227.0,20,15156.0,58296,8,8,45607,43355,UTILITYJUNGLEMIDDLEBOTTOMTOP,0,0.0,0.0,96,4,20,13,2227,226511,26103,23842,170,272884,30461,49631,1406,47,517827,57071,444,76448,36616,10961,585,706,168,18430,505,2969,5,0.0,108,10,13,41
EUW16086489954,0,34,174.0,21,11548.0,22363,31,9,56843,54700,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,15.0,0.0,108,4,18,6,2930,158245,33929,34243,171,434489,46450,85469,2250,200,690588,95064,0,126999,29988,2433,686,2135,825,97849,14678,7282,5,55.0,174,15,23,62
EUW16086489954,1,59,395.0,36,23665.0,102177,18,23,63153,59500,TOPJUNGLEMIDDLEBOTTOMUTILITY,3,0.0,9.0,124,8,31,18,4205,218173,32631,35991,179,452332,61768,74588,2364,148,718662,100151,3610,127601,36744,1142,707,1448,559,48153,5748,17018,10,30.0,151,26,25,75
EUW16086505906,0,21,221.0,18,2895.0,39720,26,12,38443,34450,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,5.0,0.0,84,4,15,7,3273,114724,15591,29841,117,255359,34464,52896,2745,85,408762,51820,0,84557,19866,527,542,620,502,38677,1762,1815,0,45.0,107,12,15,44
EUW16086505906,1,43,212.0,23,17873.0,50413,16,15,51604,44525,TOPJUNGLEMIDDLEBOTTOMUTILITY,1,0.0,4.0,95,7,26,14,3096,174078,28098,17070,151,274477,37087,59861,3465,122,480421,67005,0,78697,20911,3631,581,1394,344,31862,1817,1761,8,0.0,110,15,18,49
EUW16086526743,0,3,62.0,11,0.0,0,14,1,16412,13125,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,5.0,0.0,51,1,5,2,1499,23570,6578,9273,34,58084,9342,20147,1849,38,93047,17769,133,32107,2808,0,208,286,179,11391,1847,2681,0,30.0,17,2,5,8
EUW16086526743,1,18,72.0,15,18748.0,39302,5,6,30468,21375,TOPJUNGLEMIDDLEBOTTOMUTILITY,1,0.0,4.0,51,3,14,10,1893,50621,8682,6897,81,160038,15375,25770,2755,48,240634,26741,0,34517,7979,251,334,743,38,29972,2682,1847,6,0.0,42,9,5,20
EUW16086601047,0,100,10.0,2,5499.0,5499,58,0,70125,73860,InvalidInvalidInvalidInvalidInvalid,0,10.0,0.0,98,10,46,15,970,107336,54416,84618,0,215497,64983,47410,2155,116,329987,123871,1260,144108,25482,3601,239,1265,1392,7148,4466,12074,2,20.0,5,0,0,0
EUW16086601047,1,112,47.0,7,9491.0,9491,46,0,74238,69935,InvalidInvalidInvalidInvalidInvalid,2,0.0,7.0,98,13,58,16,1094,193715,84618,54416,0,126295,40894,71169,2497,66,338970,137592,0,130056,29456,0,255,413,1254,18958,12075,4466,4,10.0,0,0,0,0
EUW16086616000,0,32,200.0,20,6265.0,31464,43,10,48095,45145,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,0.0,0.0,105,5,25,11,1987,150244,35870,41108,125,289711,51182,64076,1739,144,481005,92037,66,111218,13218,1732,552,751,977,41047,4981,6028,2,20.0,118,11,18,46
EUW16086616000,1,63,200.0,22,8468.0,82718,25,13,61481,56375,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,0.0,0.0,123,10,43,22,3166,217912,39236,37452,206,391813,50712,74199,1344,142,647413,96472,0,117129,26962,0,561,1056,797,37683,6523,5472,4,10.0,135,14,19,53
EUW16086626380,0,34,266.0,30,14218.0,46346,35,15,54777,52460,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,5.0,0.0,128,5,19,8,3023,155955,36127,41958,93,348743,44287,83377,2451,137,569417,91159,876,139586,47477,14777,651,1054,1019,64716,10743,14245,5,40.0,128,17,13,64
EUW16086626380,1,63,226.0,20,21734.0,87807,19,13,66632,59560,TOPJUNGLEMIDDLEBOTTOMUTILITY,1,0.0,3.0,114,8,35,16,3314,248639,39262,39188,242,381819,61272,66093,1722,95,703932,114293,9324,118093,35203,1903,615,1247,544,73471,13753,12809,8,25.0,170,14,30,55
EUW16086679807,0,29,226.0,26,2347.0,24732,30,16,46728,44350,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,5.0,0.0,101,4,19,8,2774,136635,23728,38112,164,290699,30326,43277,1502,55,456061,59111,2937,94955,15890,704,562,1207,773,28725,5051,13559,2,30.0,171,20,22,63
EUW16086679807,1,51,259.0,23,13746.0,60346,19,14,55866,49850,TOPJUNGLEMIDDLEBOTTOMUTILITY,1,0.0,4.0,117,6,30,16,2421,247385,36041,26051,184,272585,28473,45988,1322,85,569924,73893,200,73910,12235,545,537,616,463,49951,9375,1867,6,10.0,128,18,20,61
EUW16086739744,0,10,333.0,20,12792.0,46338,23,7,44111,40853,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,5.0,0.0,100,3,10,7,3558,176838,25044,39812,162,368562,30493,46216,2405,105,599215,61334,0,90820,20408,84,647,1056,606,53810,5791,4788,4,35.0,155,7,27,62
EUW16086739744,1,39,337.0,16,13497.0,52038,10,7,54209,45705,TOPMIDDLEJUNGLEBOTTOMUTILITY,1,0.0,2.0,100,6,23,16,3551,284449,38421,27299,173,318095,24016,51488,1255,110,633673,67230,3686,84583,30297,8054,673,1964,252,31125,4789,5790,7,20.0,135,9,23,52
EUW16086764373,0,23,197.0,23,4137.0,22421,25,14,48531,46375,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,5.0,0.0,102,2,13,6,3012,181745,18407,31894,157,400367,44053,58297,2349,100,606041,67595,0,99059,19605,426,710,779,714,23925,5128,8862,2,45.0,139,15,35,61
EUW16086764373,1,34,402.0,23,20829.0,81229,13,12,57714,51225,TOPJUNGLEMIDDLEBOTTOMUTILITY,1,0.0,4.0,107,6,25,14,5352,182558,30761,20640,201,447481,42007,65377,3047,102,677595,81635,5474,92118,34715,5950,682,1748,404,47553,8863,6094,9,10.0,172,17,39,68
EUW16087086798,0,33,154.0,12,4185.0,21410,24,7,46104,43135,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,10.0,0.0,86,3,17,9,2821,233674,28630,21509,153,236132,26838,59315,1919,77,507332,60724,2800,86750,23283,8616,581,1474,636,37526,5251,5923,1,50.0,109,8,14,39
EUW16087086798,1,40,285.0,26,23221.0,87026,17,13,55893,51050,TOPJUNGLEMIDDLEBOTTOMUTILITY,2,0.0,6.0,109,6,24,14,3233,169930,20218,30710,159,413334,46424,53021,2195,97,619520,72569,797,88986,22910,2615,664,954,421,36253,5924,5250,10,5.0,135,14,12,54
EUW16087132593,0,32,195.0,17,5041.0,30246,35,10,43252,40375,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,5.0,0.0,95,4,24,9,2324,84403,19306,31533,112,242373,37512,72016,1667,133,371352,68364,341,107036,19220,1041,455,1050,853,44574,11541,3482,3,40.0,103,11,16,35
EUW16087132593,1,62,247.0,21,22153.0,59986,24,12,52854,46418,TOPJUNGLEMIDDLEBOTTOMUTILITY,1,0.0,5.0,102,5,35,28,2972,130619,30247,21546,159,335151,51177,62383,1844,143,481309,84910,412,96413,31376,814,480,711,483,15537,3483,12480,8,15.0,113,26,13,51
EUW16087217694,0,10,127.0,14,4599.0,7756,29,7,30229,28325,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,10.0,0.0,78,1,6,3,1940,95078,13524,13621,86,186489,16355,46276,2849,72,301818,31418,466,62260,6780,2124,462,600,535,20247,1536,2359,1,45.0,66,7,15,34
EUW16087217694,1,47,237.0,26,18265.0,51084,6,13,48520,42000,TOPJUNGLEMIDDLEBOTTOMUTILITY,1,0.0,1.0,96,4,29,25,2946,100030,11865,14351,135,306472,37374,31709,2071,84,438407,51603,1141,47600,14343,314,514,835,163,31900,2360,1537,9,5.0,105,14,19,47
EUW16105470134,0,96,48.0,6,5265.0,5265,52,0,67309,63500,InvalidInvalidInvalidInvalidInvalid,1,10.0,3.0,91,15,54,18,1115,153016,67851,83338,0,116881,47111,50985,48,92,300760,127779,0,136404,15255,861,183,367,1358,30859,12813,2074,2,20.0,0,0,0,0
EUW16105470134,1,86,51.0,6,10433.0,10433,54,0,68894,64870,InvalidInvalidInvalidInvalidInvalid,2,5.0,7.0,98,17,52,11,856,136669,83339,67851,0,156126,44022,55110,50,114,295565,129439,0,135779,9021,274,202,519,1312,2768,2075,12812,4,10.0,0,0,0,0
EUW16119510418,0,24,33.0,8,4014.0,4014,50,4,34706,29425,InvalidInvalidInvalidInvalidInvalid,0,10.0,0.0,68,2,14,5,686,51551,17065,54425,8,91565,26255,22552,1773,81,145971,44915,1738,78799,3445,0,176,536,876,2851,1593,1818,0,40.0,36,5,0,31
EUW16119510418,1,84,11.0,1,27526.0,36957,14,0,54994,46995,InvalidInvalidInvalidInvalidInvalid,2,0.0,6.0,55,11,50,32,1154,188425,54426,17066,32,66983,18390,34613,2272,66,258631,74637,2802,56276,18631,6983,242,896,193,3221,1818,4591,8,0.0,50,0,7,24
EUW16120590544,0,14,14.0,7,4887.0,4887,38,0,33263,30185,InvalidInvalidInvalidInvalidInvalid,0,0.0,0.0,66,4,18,4,747,48120,8926,24928,12,70895,18382,25664,1392,74,122630,28426,2214,53596,2246,232,160,317,671,3612,1117,2998,1,35.0,34,0,2,22
EUW16120590544,1,44,27.0,6,26687.0,49550,18,0,49166,45900,InvalidInvalidInvalidInvalidInvalid,0,0.0,0.0,66,8,38,20,790,123439,24860,9055,52,132730,22679,30450,1608,70,267195,50544,410,40625,5045,0,229,688,228,11021,3001,1115,7,5.0,44,0,0,35
EUW16120732735,0,44,48.0,7,23025.0,101270,47,0,86609,83335,InvalidInvalidInvalidInvalidInvalid,1,15.0,2.0,103,9,43,18,1721,519563,116569,70820,111,129973,16452,82240,1051,127,657009,138709,9132,164557,12379,794,487,1568,1666,7469,5682,11493,6,45.0,123,0,1,70
EUW16120732735,1,57,16.0,11,31436.0,77855,43,0,89566,87150,InvalidInvalidInvalidInvalidInvalid,3,5.0,3.0,110,9,47,18,1546,334860,70330,116570,76,253085,70354,25525,763,113,610195,152181,0,147782,10154,0,442,854,1545,22245,11493,5681,9,30.0,103,0,2,64
EUW16122735795,0,142,50.0,3,6818.0,6818,47,0,63533,64690,InvalidInvalidInvalidInvalidInvalid,1,5.0,2.0,86,15,53,12,737,74951,42111,47511,0,198839,90699,61733,1910,178,287147,143682,7979,119054,12483,1927,191,1073,1146,13354,10867,9805,3,20.0,2,0,0,0
EUW16122735795,1,127,24.0,5,10026.0,10026,53,0,63247,58015,InvalidInvalidInvalidInvalidInvalid,1,5.0,4.0,95,15,46,11,584,128765,47510,42110,0,135744,52634,102444,2165,158,277513,109955,1246,155434,17050,281,191,1105,1156,12999,9805,10874,4,15.0,0,0,0,0
EUW16123731153,0,43,6.0,3,338.0,338,36,0,46244,39750,InvalidInvalidInvalidInvalidInvalid,0,5.0,0.0,64,8,29,7,660,21627,8318,31534,0,143217,50468,45823,1698,35,167018,60508,0,81467,6344,48,138,309,776,2171,1720,4105,0,20.0,0,0,0,0
EUW16123731153,1,96,10.0,1,7384.0,7384,30,0,52932,47860,InvalidInvalidInvalidInvalidInvalid,1,0.0,3.0,68,10,36,10,1056,81536,31534,8316,0,123644,44013,57775,2306,82,210136,79608,0,67815,7873,0,170,519,674,4951,4057,1719,4,0.0,0,0,0,0
EUW16123779075,0,66,12.0,2,0.0,0,54,0,53184,48310,InvalidInvalidInvalidInvalidInvalid,0,10.0,0.0,72,6,31,9,860,127780,40712,55793,0,75469,30441,46929,1348,95,212431,76050,122,111914,15648,0,162,784,1188,9177,4893,9190,0,20.0,0,0,0,0
EUW16123779075,1,111,7.0,5,8770.0,8770,31,0,59688,54620,InvalidInvalidInvalidInvalidInvalid,2,0.0,7.0,72,13,54,19,1199,105466,55792,40711,0,119360,43643,36827,1663,93,234395,108317,1094,84436,12141,830,183,343,762,9563,8879,6892,4,0.0,0,0,0,0
EUW16123779811,0,127,2.0,5,3965.0,3965,46,0,54742,55570,InvalidInvalidInvalidInvalidInvalid,0,10.0,0.0,79,12,42,14,879,74887,39709,59940,0,152227,58029,65457,2281,185,253144,113616,5580,143290,25612,3141,172,1820,1046,26025,15874,17891,1,20.0,0,0,0,0
EUW16123779811,1,127,2.0,1,17756.0,17756,42,0,58223,51750,InvalidInvalidInvalidInvalidInvalid,2,0.0,7.0,76,14,46,12,738,114354,60476,40244,0,137362,59280,68239,1394,141,271712,127456,707,116269,18556,0,184,861,920,19989,7695,7779,4,5.0,0,0,0,0
EUW16123781452,0,154,8.0,17,7577.0,7577,65,0,98987,93900,InvalidInvalidInvalidInvalidInvalid,1,15.0,5.0,108,17,61,12,1716,280339,82719,122718,0,313430,96451,134932,1040,202,646077,201086,6863,289778,77292,8633,392,2271,2062,52304,21911,32125,3,20.0,0,0,0,0
EUW16123781452,1,139,25.0,11,8825.0,8825,61,0,105104,95850,InvalidInvalidInvalidInvalidInvalid,3,5.0,10.0,109,20,65,16,1409,294753,122718,82719,0,367883,122557,108342,1991,146,706599,277404,355,214220,58973,7107,448,546,1886,43959,32125,23154,4,15.0,0,0,0,0
EUW16123809170,0,12,1.0,4,0.0,0,18,0,28048,21700,InvalidInvalidInvalidInvalidInvalid,0,5.0,0.0,33,2,8,4,877,38370,10162,16861,0,17481,6536,18171,1974,49,61488,18804,1201,39253,6231,1946,70,533,308,5633,2103,4217,0,20.0,1,0,0,0
EUW16123809170,1,47,2.0,3,7411.0,7411,9,0,35945,25500,InvalidInvalidInvalidInvalidInvalid,1,0.0,3.0,37,6,18,13,1431,47130,16862,10163,0,62953,17457,12318,1770,41,118178,37924,0,24973,5969,654,134,215,172,8090,3603,2487,4,0.0,0,0,0,0
EUW16123819901,0,109,11.0,4,5601.0,5601,46,0,69968,65866,InvalidInvalidInvalidInvalidInvalid,1,10.0,3.0,96,12,46,10,1339,89567,47924,88309,0,252735,89189,78074,696,123,345399,139785,2031,185094,46610,16022,250,790,1156,3095,2670,18707,2,20.0,0,0,0,0
EUW16123819901,1,99,16.0,2,8937.0,8937,46,0,74394,64775,InvalidInvalidInvalidInvalidInvalid,2,5.0,7.0,80,12,46,11,1356,170668,88309,47998,0,209511,66867,101188,2125,102,407221,173314,0,151858,30297,850,265,543,1078,27038,18131,2670,4,10.0,0,0,0,0
EUW16123821572,0,117,8.0,5,2449.0,2449,55,0,70326,66050,InvalidInvalidInvalidInvalidInvalid,0,10.0,0.0,91,12,47,12,1024,284003,106635,67862,0,81308,30876,91594,1470,211,380554,149158,8449,168534,45398,8497,251,2962,1300,15240,11645,9072,1,20.0,0,0,0,0
EUW16123821572,1,131,22.0,5,6164.0,6164,47,0,75158,70900,InvalidInvalidInvalidInvalidInvalid,2,0.0,5.0,90,18,55,14,1102,113098,67863,106636,0,225174,78001,42280,2161,124,349116,154735,2141,168564,13655,1713,256,1133,1214,10841,8865,19642,4,5.0,0,0,0,0
EUW16123873281,0,65,12.0,2,4785.0,4785,40,0,61195,56250,InvalidInvalidInvalidInvalidInvalid,0,5.0,0.0,83,8,33,15,1394,109005,51739,77838,0,164338,46716,30441,2161,47,275574,100190,2673,111124,15730,0,239,421,1018,2227,1732,2841,2,20.0,0,0,0,0
EUW16123873281,1,120,4.0,3,8688.0,8688,33,0,65960,57750,InvalidInvalidInvalidInvalidInvalid,1,0.0,5.0,79,11,40,11,1940,190190,77839,51738,0,71636,23354,50013,1635,93,269507,104038,5186,108487,35094,9785,232,802,766,7678,2843,6732,4,10.0,0,0,0,0
