id,win,assists,basicPings,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,deaths,detectorWardsPlaced,goldEarned,goldSpent,individualPosition,inhibitorKills,inhibitorsLost,inhibitorTakedowns,itemsPurchased,killingSprees,kills,largestKillingSpree,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,summonerLevel,timeCCingOthers,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretsLost,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced
EUW16134075144,1,23,104.0,13,18318.0,44254,1,5,38928,33450,TOPJUNGLEMIDDLEBOTTOMUTILITY,1,0.0,3.0,65,3,20,18,1936,151153,17086,17107,134,194429,21114,35201,1798,65,363783,39737,305,53199,16670,239,473,1585,35,18197,1534,888,7,0.0,66,6,7,30
EUW16134090678,0,17,175.0,21,8903.0,28343,27,12,44342,41485,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,0.0,0.0,92,4,16,9,2917,196729,35220,33261,139,261140,30042,51856,2132,136,477237,69401,4380,93422,26196,5546,544,1313,626,19364,4135,8300,2,35.0,146,13,22,52
EUW16134090678,1,41,174.0,23,15098.0,56669,16,13,52498,46535,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,0.0,0.0,107,5,27,17,2391,209945,32515,37319,138,308639,36326,54546,2550,92,558527,77144,407,96004,32789,1682,609,1311,374,39938,8301,4133,6,15.0,127,14,18,53
EUW16134110257,0,29,186.0,23,8384.0,19111,34,14,56157,53730,TOPMIDDLEJUNGLEBOTTOMUTILITY,0,10.0,0.0,106,6,26,13,3256,292847,58714,24301,168,345461,37163,90024,1281,74,671924,100286,2184,121105,36418,14776,712,525,928,33612,4403,6774,3,45.0,164,16,34,61
EUW16134110257,1,63,199.0,23,16124.0,97571,26,13,65083,58375,TOPJUNGLEMIDDLEBOTTOMUTILITY,2,0.0,7.0,123,6,34,25,3577,129577,22060,61007,214,563722,74562,67741,1718,129,751453,103399,0,133481,48674,4071,681,1285,602,58150,6774,4730,8,15.0,186,13,26,90
EUW16134151619,0,28,135.0,22,5454.0,28639,28,13,36846,34450,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,0.0,0.0,95,4,17,10,2694,109663,19901,29160,103,220140,30490,47131,1561,95,352803,60059,1962,86798,16869,616,484,849,643,22995,9664,10502,1,25.0,94,14,11,47
EUW16134151619,1,40,114.0,17,14372.0,57936,17,7,48020,39910,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,0.0,0.0,92,4,28,18,2771,135233,26825,21181,167,335075,31547,53820,1664,76,513546,63134,0,78924,21513,0,564,870,416,43233,4757,3918,4,10.0,105,8,22,43
EUW16134207349,0,76,207.0,12,7811.0,108730,41,4,67134,62560,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,5.0,0.0,107,8,36,14,2596,309189,72149,53892,177,390590,53322,91133,1815,155,755922,132885,3936,156498,41499,14150,645,936,1348,56137,7410,11469,3,45.0,187,9,32,57
EUW16134207349,1,62,307.0,34,19783.0,75989,36,24,73790,69075,TOPJUNGLEMIDDLEBOTTOMUTILITY,1,0.0,3.0,139,10,41,19,2972,241869,48718,74926,267,650285,64200,85133,1309,131,927252,123474,0,167616,38956,0,749,790,1272,35092,10551,7550,8,25.0,207,25,19,93
EUW16134254350,0,39,192.0,31,10534.0,57530,45,19,63079,62330,TOPJUNGLEMIDDLEBOTTOMUTILITY,1,5.0,4.0,136,4,26,17,3325,381734,68630,53523,193,318710,34374,87887,2029,129,740030,111063,0,153055,23829,0,711,1132,1406,39580,8054,11642,5,45.0,179,21,24,84
EUW16134254350,1,95,270.0,35,19256.0,90632,26,22,73526,64775,TOPMIDDLEJUNGLEBOTTOMUTILITY,1,5.0,3.0,121,10,44,20,3245,218850,50978,70332,226,599320,63896,64144,1268,107,853702,125960,3385,143604,54949,14399,726,1443,893,35527,11079,9123,8,25.0,246,32,41,76
EUW16134325084,0,63,6.0,3,2202.0,2202,29,0,45619,42535,InvalidInvalidInvalidInvalidInvalid,0,5.0,0.0,60,8,28,14,1289,11430,6298,42288,0,126364,42463,29872,1979,42,143729,50452,6896,79106,9948,0,145,224,520,5933,1689,6939,1,20.0,1,0,0,0
EUW16134325084,1,81,18.0,3,9393.0,9393,28,0,49542,44220,InvalidInvalidInvalidInvalidInvalid,1,0.0,5.0,57,8,29,11,940,88802,42287,6298,0,93307,26411,49783,1556,101,192144,75644,7968,62773,11469,506,151,704,524,10031,6941,6687,4,5.0,0,0,0,0
EUW16134340120,0,43,314.0,36,17969.0,49293,29,17,62284,59550,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,10.0,0.0,125,8,34,19,4126,257396,43921,39795,192,314960,42858,62011,2223,113,613468,94731,0,110629,23249,0,667,1986,941,41107,7947,8818,6,45.0,228,25,22,94
EUW16134340120,1,35,244.0,21,18166.0,93331,34,8,66422,59758,TOPJUNGLEMIDDLEBOTTOMUTILITY,2,0.0,4.0,110,7,29,12,2363,173955,37455,46359,194,510035,39427,71637,1544,239,751649,85629,0,126513,20044,0,762,979,1008,67651,8743,8511,9,30.0,118,11,24,55
EUW16134397314,0,12,103.0,20,6139.0,23601,25,6,35682,33395,MIDDLEJUNGLETOPBOTTOMUTILITY,0,0.0,0.0,93,2,12,6,2632,80657,10203,22865,112,241415,26925,41234,1727,53,368382,42769,0,68258,11771,0,546,853,654,46305,5638,4153,1,30.0,65,7,7,38
EUW16134397314,1,19,176.0,17,12771.0,68321,12,9,47463,44308,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,0.0,0.0,92,3,25,22,1868,141204,21549,13144,168,303026,24584,45773,2017,54,477040,52929,1667,68261,16410,0,512,752,241,32805,6792,9340,6,5.0,101,12,16,41
EUW16134472580,0,13,99.0,21,1388.0,22415,17,11,36522,32310,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,5.0,0.0,85,2,9,8,3199,202235,15670,27802,137,182940,15404,31045,2395,48,417675,33370,1647,60682,11318,1092,531,560,420,32496,2291,1831,1,30.0,96,13,12,49
EUW16134472580,1,23,177.0,17,15383.0,71330,9,10,46854,40470,TOPJUNGLEMIDDLEBOTTOMUTILITY,1,0.0,4.0,95,4,17,12,2008,210056,26539,19005,174,289471,15576,40869,2246,83,531895,43949,1216,62170,19186,4259,606,1352,180,32366,1832,2291,5,5.0,134,11,19,50
EUW16134513940,0,1,135.0,12,2894.0,16422,28,7,29104,30848,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,15.0,0.0,73,0,4,0,2048,83796,16555,14165,108,185505,14118,47510,2088,38,292644,33241,893,68114,6804,1442,407,546,643,23339,2564,6433,1,55.0,75,7,10,36
EUW16134513940,1,34,84.0,17,22824.0,51581,4,9,50256,39858,TOPJUNGLEMIDDLEBOTTOMUTILITY,3,0.0,4.0,88,6,27,23,2053,122812,12260,17842,140,321505,35229,33339,1976,54,486954,53927,206,53749,14741,0,578,630,106,42631,6434,2562,11,5.0,98,9,16,43
EUW16134622709,0,25,171.0,14,10053.0,32957,30,10,56398,55035,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,5.0,0.0,118,2,21,5,3020,188611,18405,51027,183,438463,59560,74456,1205,65,711662,82881,0,134150,33850,0,715,816,928,84581,4913,8663,4,55.0,170,10,30,65
EUW16134622709,1,62,503.0,26,19602.0,84588,21,19,64794,55208,TOPJUNGLEMIDDLEBOTTOMUTILITY,1,0.0,2.0,121,8,30,15,2988,266860,49398,20691,221,504766,52557,94953,1809,91,813823,110305,7913,124790,32897,0,728,971,625,42191,8348,9142,10,20.0,196,21,13,87
EUW16134873377,0,45,118.0,10,6834.0,47395,67,3,63637,62125,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,10.0,0.0,111,6,29,6,1457,250736,65063,76215,111,343703,45502,82656,1546,103,662796,125785,0,171720,27747,2685,662,978,1850,68354,15215,12845,2,55.0,123,4,23,74
EUW16134873377,1,78,177.0,30,22482.0,72349,29,8,80438,70370,TOPJUNGLEMIDDLEBOTTOMUTILITY,2,0.0,2.0,120,13,67,30,2830,346407,74625,67719,273,472795,64212,81411,1119,115,855231,152158,0,164823,32751,0,682,1434,986,36026,13315,15688,10,10.0,199,18,30,77
EUW16134958306,0,23,98.0,11,4779.0,20103,37,4,42400,41190,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,15.0,0.0,96,3,14,6,2050,136847,30218,44257,111,261361,26043,58000,1792,71,417800,57889,1328,109835,12890,520,562,2033,901,19589,1624,7573,1,45.0,89,6,17,43
EUW16134958306,1,40,172.0,23,20159.0,49842,14,13,55957,48555,TOPJUNGLEMIDDLEBOTTOMUTILITY,3,0.0,9.0,94,9,37,20,4050,239758,42100,32141,149,244823,39862,49287,2528,101,518056,89540,0,83055,25207,0,532,1454,416,33470,7574,1622,9,5.0,132,15,10,55
EUW16135020783,0,48,391.0,45,9846.0,57217,40,29,70594,70148,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,10.0,0.0,149,8,30,16,3923,192661,34949,74928,227,559390,67873,101998,2745,182,868208,120350,1070,186915,39044,1072,815,1621,1194,116150,17522,9984,6,45.0,251,39,34,110
EUW16135020783,1,78,171.0,40,17090.0,114135,30,22,77884,72425,TOPJUNGLEMIDDLEBOTTOMUTILITY,2,0.0,6.0,152,8,40,19,3184,459339,72749,39733,243,465622,75364,93218,1540,111,968816,157435,6343,150782,41635,3878,782,900,973,43851,9317,17827,7,30.0,232,23,52,91
EUW16135104078,0,30,205.0,22,1008.0,41661,39,15,50208,48430,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,10.0,0.0,111,5,21,4,2611,87448,22796,57075,118,352679,49001,60363,3162,73,494477,80399,927,122961,17290,0,556,566,1064,54345,8597,5516,1,45.0,120,18,10,69
EUW16135104078,1,60,171.0,11,21894.0,58642,22,6,62576,57425,TOPJUNGLEMIDDLEBOTTOMUTILITY,2,0.0,9.0,89,6,39,27,2677,242053,55565,26216,204,372201,46315,84208,2122,121,643566,107400,3929,120026,48171,23967,621,1952,705,29307,5517,9597,8,5.0,145,7,21,52
EUW16135128926,0,18,217.0,23,3420.0,6194,29,14,39432,37250,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,5.0,0.0,89,3,14,7,3087,193166,33338,34037,111,169001,22099,50477,1540,86,393412,61719,1530,87940,11488,794,548,2332,832,31242,6278,3421,0,35.0,106,15,23,41
EUW16135128926,1,54,238.0,29,14093.0,71331,15,17,47245,43408,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,0.0,0.0,104,5,29,19,3807,141495,32773,36223,135,263993,35887,50547,3152,119,438733,72087,1445,93053,29792,2664,444,1000,426,33241,3423,6277,7,0.0,135,19,20,69
EUW16135153607,0,20,116.0,26,9900.0,42349,33,13,50063,48535,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,0.0,0.0,110,3,17,7,2789,270129,27897,42708,182,262075,26885,55159,1593,57,570555,57013,0,100753,15678,3571,626,605,725,38344,2227,2884,4,30.0,139,16,24,59
EUW16135153607,1,49,240.0,22,15886.0,62751,17,14,55926,51950,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,0.0,0.0,119,4,33,26,1948,240777,39696,29085,181,327893,33400,41244,2333,72,593545,75985,2357,72561,14387,0,622,916,444,24870,2885,2227,6,20.0,150,17,26,56
EUW16135801820,0,15,72.0,13,1776.0,6554,29,7,29110,26600,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,10.0,0.0,73,3,12,8,2131,68817,13898,24361,67,143547,26945,43810,2286,51,237307,43745,1217,70610,7121,488,374,647,546,24939,2898,2433,0,50.0,41,7,7,29
EUW16135801820,1,55,100.0,20,26613.0,51718,12,7,46835,38825,TOPJUNGLEMIDDLEBOTTOMUTILITY,2,0.0,3.0,90,7,29,24,2050,136449,23657,14645,94,211674,34040,47450,2278,82,376742,60134,629,65995,19851,1131,452,781,196,28615,2433,3898,10,0.0,99,10,15,34
EUW16135900321,0,7,45.0,17,2087.0,21795,24,5,32920,33098,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,5.0,0.0,79,2,8,4,2455,113324,12175,21076,116,165165,16280,43694,2296,48,312964,32260,42,72178,10007,187,454,991,540,34472,3800,7401,0,45.0,38,7,2,22
EUW16135900321,1,35,128.0,11,22026.0,43784,8,5,46756,39035,TOPJUNGLEMIDDLEBOTTOMUTILITY,1,0.0,4.0,71,4,24,19,3501,122914,19911,13775,130,282879,32601,40043,1897,50,465267,59917,1573,57624,27662,7832,524,648,176,59471,7403,3800,9,5.0,75,6,5,35
EUW16136023442,0,17,110.0,19,219.0,1220,29,6,34361,31758,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,5.0,0.0,90,5,15,9,2107,105682,20691,26440,88,165300,19285,54650,1978,81,290894,41990,0,86069,7109,362,466,1180,658,19909,2012,4976,0,35.0,82,8,14,38
EUW16136023442,1,56,84.0,14,16848.0,56749,15,7,48880,45650,TOPJUNGLEMIDDLEBOTTOMUTILITY,1,0.0,4.0,82,6,29,19,2499,118858,25690,22561,151,348029,40932,37394,1741,82,490424,71604,0,61971,23089,4093,478,895,359,23533,4978,2012,7,0.0,101,8,9,49
EUW16136083507,0,9,121.0,22,8724.0,35859,25,9,39474,34600,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,10.0,0.0,88,0,8,0,2491,221938,29470,18216,124,209738,15692,56470,2836,54,455934,48271,1929,77154,20433,5804,555,968,505,24253,3105,2463,2,50.0,101,13,15,48
EUW16136083507,1,37,256.0,24,19933.0,63112,8,14,50485,43375,TOPJUNGLEMIDDLEBOTTOMUTILITY,2,0.0,5.0,98,4,24,20,2777,163768,17025,31945,163,302892,31497,32606,2227,98,498039,50992,5716,67658,20249,4105,529,1420,153,31374,2463,3103,10,15.0,136,14,20,56
EUW16136091387,0,9,130.0,20,13067.0,36705,25,10,39670,36850,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,5.0,0.0,89,4,13,7,2620,166646,23075,17659,109,223271,22265,60635,2013,82,409843,48568,1841,81110,16726,0,503,860,528,19923,3224,2811,4,40.0,100,17,14,48
EUW16136091387,1,38,208.0,21,18580.0,44302,13,10,47249,39975,TOPJUNGLEMIDDLEBOTTOMUTILITY,1,0.0,4.0,94,5,25,19,2730,131369,16757,24649,125,300305,41152,40813,3184,96,468221,60724,497,68689,22071,5302,522,1042,228,36541,2811,3223,8,20.0,101,11,13,43
EUW16136160315,0,49,321.0,34,5636.0,39765,40,27,64347,61300,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,10.0,0.0,134,10,35,10,2642,244684,56593,41771,167,464792,71055,104238,1249,129,741914,139126,75,153299,37985,880,750,1486,1214,32435,11475,7285,3,50.0,199,27,32,114
EUW16136160315,1,69,151.0,25,17883.0,73841,35,18,69161,61675,TOPJUNGLEMIDDLEBOTTOMUTILITY,2,0.0,4.0,119,9,40,19,3524,216615,39823,59308,194,479433,78065,94237,1906,156,737897,125180,4491,165343,54659,3532,715,1291,938,41844,7287,11792,10,15.0,218,18,43,89
EUW16136296618,0,45,130.0,23,3047.0,28706,47,10,53980,50425,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,10.0,0.0,116,4,26,11,1840,265919,73487,51385,141,276475,26811,73137,2908,71,569836,105520,2744,129821,27117,8879,619,781,1336,27437,5217,5296,1,55.0,159,11,22,78
EUW16136296618,1,49,138.0,32,22105.0,87124,26,16,69420,65550,TOPJUNGLEMIDDLEBOTTOMUTILITY,2,0.0,4.0,135,11,47,19,3170,310743,49773,75900,188,371104,54724,52808,3510,53,717043,109797,0,134155,27313,0,628,659,823,35191,5296,5441,12,5.0,212,16,34,79
EUW16137170171,0,27,130.0,19,5978.0,11949,32,10,41630,37600,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,5.0,0.0,88,4,17,12,2852,120019,25845,29610,103,246887,25792,62117,1218,71,401729,56039,704,94384,11314,783,533,797,690,34817,4400,2653,2,35.0,75,13,7,42
EUW16137170171,1,69,203.0,19,14494.0,79396,17,11,54540,44785,TOPJUNGLEMIDDLEBOTTOMUTILITY,1,0.0,3.0,87,8,32,17,2258,103018,28415,28535,162,411683,48760,53569,2441,108,542822,79831,1242,86507,34532,584,564,1034,391,28117,2653,4400,7,10.0,109,11,15,45
EUW16137235179,0,15,67.0,8,1055.0,10557,45,3,33735,31650,TOPJUNGLEBOTTOMMIDDLEUTILITY,0,5.0,0.0,73,2,13,5,1682,83678,18202,43770,64,177724,26610,38621,1399,19,288618,50780,0,87546,8819,2088,415,436,960,27212,5963,5150,0,40.0,64,4,6,31
EUW16137235179,1,58,191.0,15,18966.0,46415,14,6,50591,44200,TOPJUNGLEMIDDLEBOTTOMUTILITY,1,0.0,5.0,91,10,44,25,2693,171642,42356,18752,130,200926,27832,44563,2827,79,397215,78192,2923,72131,16776,938,435,589,322,24644,7999,8811,8,0.0,102,9,10,38
EUW16137281927,0,15,181.0,12,715.0,17459,24,5,39839,37310,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,0.0,0.0,93,2,12,4,2258,225510,32415,23211,138,195207,20928,53721,1962,65,443551,56838,0,80095,9007,0,599,566,641,22828,3493,3158,0,15.0,109,5,16,46
EUW16137281927,1,26,171.0,24,6033.0,70282,12,12,48876,45083,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,0.0,0.0,99,4,24,13,2486,153021,21470,35537,180,400161,35898,47821,2124,79,577311,60233,4260,86556,30432,0,609,949,333,24125,2861,3195,3,0.0,117,16,18,49
EUW16137334731,0,13,216.0,17,7125.0,31265,35,6,40880,39025,TOPJUNGLEMIDDLEBOTTOMJUNGLE,0,5.0,0.0,90,2,14,9,2724,79199,13900,33998,117,314555,38730,59194,1705,74,428404,59583,2611,96412,18108,1578,532,949,740,34646,6948,3213,2,35.0,82,11,8,38
EUW16137334731,1,61,176.0,20,20947.0,52350,14,9,52153,47000,TOPJUNGLEMIDDLEBOTTOMUTILITY,1,0.0,4.0,101,7,34,23,2797,267330,32794,16329,122,209687,43684,55122,1822,150,498841,79697,1882,79404,23479,1601,566,2849,262,21820,3215,7947,7,10.0,123,10,10,50
EUW16137388116,0,52,293.0,27,8393.0,38079,40,15,56495,54110,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,10.0,0.0,110,4,29,7,1941,105158,32210,59213,157,409531,56154,76085,1533,120,553708,93944,0,142436,29072,0,603,807,1077,39016,5574,7132,4,45.0,147,25,24,68
EUW16137388116,1,84,362.0,28,22598.0,87551,29,14,61315,56685,TOPJUNGLEMIDDLEBOTTOMUTILITY,2,0.0,6.0,127,9,40,15,3103,200931,57857,34135,153,385284,55050,75633,2273,140,630235,120045,2952,115345,21585,761,593,1369,889,44016,7133,5574,8,20.0,141,16,21,56
EUW16137446673,0,20,131.0,14,5761.0,23033,35,7,44651,41910,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,10.0,0.0,92,2,15,5,2527,223456,32167,35721,138,196996,19024,58446,2202,92,443482,52775,2,100121,8785,0,567,3386,978,23027,1580,5951,3,50.0,107,9,14,42
EUW16137446673,1,55,162.0,18,25961.0,75568,15,10,58812,50800,TOPJUNGLEMIDDLEBOTTOMUTILITY,2,0.0,7.0,110,8,35,15,2435,202949,34019,34602,165,315626,42722,47578,1248,111,591351,82696,0,83762,24349,0,601,1062,401,72772,5950,1579,10,15.0,129,10,15,50
KR6017325125,0,12,95.0,18,5454.0,39416,38,8,36956,33210,BOTTOMTOPUTILITYJUNGLEMIDDLE,0,10.0,0.0,80,2,14,2,2356,214685,32631,40812,102,126037,15739,47988,389,91,377779,52414,670,96609,11364,3797,392,698,1074,37051,4040,7805,2,40.0,59,11,5,30
KR6017325125,1,51,160.0,16,18685.0,33916,14,7,48037,38750,TOPMIDDLEBOTTOMUTILITYJUNGLE,2,0.0,7.0,71,3,37,25,2756,127932,39507,33604,106,209692,28575,34157,377,100,402193,75891,343,71806,22434,206,417,461,343,64566,7806,4041,6,10.0,99,10,11,36
KR6017500730,0,49,131.0,28,13968.0,26979,38,7,63459,60341,JUNGLEBOTTOMTOPJUNGLEMIDDLE,0,10.0,0.0,110,5,35,16,3437,144701,33715,38629,175,503525,84880,71413,211,175,687041,131003,1588,136866,19873,1865,548,1000,1378,38811,12404,26819,5,40.0,177,8,19,64
KR6017500730,1,49,158.0,15,20530.0,84872,37,4,70398,66905,MIDDLEUTILITYUTILITYTOPJUNGLE,2,0.0,7.0,118,11,38,12,3140,257456,38202,37794,156,360196,54746,120835,216,108,711599,118678,0,171836,44186,805,580,717,1365,93943,25726,13202,7,25.0,99,5,3,55
KR6019649007,0,85,20.0,5,2403.0,2403,53,0,54432,52950,InvalidInvalidInvalidInvalidInvalid,0,10.0,0.0,89,8,35,8,551,101786,35180,33306,0,128582,47495,72816,1272,98,235878,86513,2763,110160,11624,606,184,644,1058,5507,3832,4035,1,10.0,0,0,0,0
KR6019649007,1,142,6.0,2,5976.0,5976,35,0,58743,52800,InvalidInvalidInvalidInvalidInvalid,2,0.0,8.0,76,14,53,15,897,61458,33308,35180,0,154197,63641,53255,1527,162,219836,100810,2937,92451,19363,1074,175,670,800,4177,3857,4013,2,5.0,0,0,0,0
KR6021042378,0,1,56.0,7,673.0,5094,28,2,26575,22450,BOTTOMJUNGLEMIDDLEUTILITYJUNGLE,0,0.0,0.0,57,1,5,2,2024,46559,9055,21570,96,201637,18389,43582,110,37,273200,28241,156,70253,14790,454,350,379,576,24999,794,5098,0,25.0,46,2,3,24
KR6021042378,1,30,75.0,20,11289.0,36144,5,4,38028,31735,JUNGLETOPUTILITYMIDDLEBOTTOM,0,0.0,0.0,73,5,28,23,2865,106462,19622,9331,83,209102,28493,33397,260,69,355826,53218,0,43527,11555,314,410,814,75,40257,5098,792,5,0.0,50,4,3,24
KR6021251546,0,112,35.0,7,5263.0,5263,44,0,68766,64950,InvalidInvalidInvalidInvalidInvalid,1,5.0,3.0,88,13,46,17,1305,239747,102748,65282,0,63731,29192,47826,1475,196,305071,133533,3584,117622,22744,491,216,1291,1154,1590,1590,4509,2,20.0,0,0,0,0
KR6021251546,1,106,37.0,3,8938.0,8938,46,0,68854,59975,InvalidInvalidInvalidInvalidInvalid,1,5.0,3.0,86,14,44,12,1175,143898,65282,102747,0,156248,42581,47642,1584,135,310567,112377,2368,153984,37044,8773,229,969,1146,10416,4511,3588,4,10.0,0,0,0,0
KR6021279492,0,71,6.0,2,2145.0,2145,50,0,54102,51568,InvalidInvalidInvalidInvalidInvalid,0,5.0,0.0,83,6,32,6,688,105033,48938,44414,0,90064,25666,54054,921,196,204096,83465,4802,103932,9963,2613,157,767,1116,8992,8857,5457,1,20.0,0,0,0,0
KR6021279492,1,117,19.0,4,6446.0,6446,32,0,59891,56225,InvalidInvalidInvalidInvalidInvalid,1,0.0,3.0,77,11,50,16,1207,87077,44415,48938,0,128576,47967,38283,1155,156,224791,97766,8599,97728,24091,920,191,990,756,9134,5381,10501,4,5.0,0,0,0,0
KR6034758903,0,17,30.0,4,14556.0,28090,20,0,41975,34175,TOPUTILITYMIDDLEJUNGLEUTILITY,0,10.0,0.0,64,5,22,15,2709,102543,27303,8691,136,314156,29854,51537,198,116,444652,59944,1297,65357,6698,0,405,1068,474,27950,2784,5122,5,45.0,43,0,2,22
KR6034758903,1,6,54.0,15,20144.0,49078,22,0,39137,35650,MIDDLEBOTTOMTOPJUNGLEUTILITY,2,0.0,2.0,75,2,20,5,2943,49394,7534,28192,80,250128,28571,52782,110,50,322626,41232,1649,83761,16817,4844,334,390,636,23100,5123,2782,9,25.0,39,0,1,23
KR6037291528,0,8,51.0,7,7491.0,20592,35,2,31086,24535,JUNGLEUTILITYJUNGLEMIDDLETOP,0,0.0,0.0,61,4,16,7,1973,97364,21822,15124,50,122204,18564,67929,88,94,231307,41061,0,85431,8538,0,270,996,713,11736,672,2375,1,15.0,39,4,4,12
KR6037291528,1,42,50.0,5,12657.0,33547,16,0,41789,34300,MIDDLEJUNGLETOPUTILITYBOTTOM,0,0.0,0.0,65,5,35,19,2503,76511,14601,22749,142,260188,49208,44654,100,82,365569,66187,328,68077,13226,469,323,622,417,28869,2375,672,3,5.0,40,0,3,22
KR6040169283,0,54,26.0,3,4624.0,4624,28,0,62320,53885,InvalidInvalidInvalidInvalidInvalid,1,5.0,4.0,75,7,31,13,1814,232871,65489,55746,0,31837,8096,37677,1184,98,276063,77257,2366,95946,18086,552,238,717,622,11352,3670,2520,2,20.0,0,0,0,0
KR6040169283,1,50,36.0,9,9004.0,9004,31,0,65796,54085,InvalidInvalidInvalidInvalidInvalid,1,5.0,4.0,72,6,28,12,1526,219420,55746,65488,0,115156,33970,13950,1271,42,342251,92213,0,85110,23102,0,252,415,762,7669,2492,5668,4,10.0,0,0,0,0
KR6045008958,0,34,10.0,1,854.0,854,23,0,34041,32000,InvalidInvalidInvalidInvalidInvalid,0,5.0,0.0,47,7,18,8,1107,27710,15549,24762,0,50059,16449,19523,1222,28,84216,34262,2053,45433,7775,2342,90,255,376,6442,2261,1143,0,10.0,0,0,0,0
KR6045008958,1,66,28.0,7,4912.0,4912,18,0,37557,29075,InvalidInvalidInvalidInvalidInvalid,1,0.0,5.0,53,6,23,9,874,41497,24763,15547,0,66314,17483,20186,1373,61,110439,43395,0,37999,7111,519,99,488,304,2625,1145,2261,2,0.0,2,0,0,0
KR6045036637,0,98,31.0,3,1048.0,1048,40,0,48765,42950,InvalidInvalidInvalidInvalidInvalid,0,5.0,0.0,73,12,39,13,831,128960,61150,46321,0,66483,27520,30829,999,72,202695,93937,0,83983,10992,1282,144,216,838,7247,5264,6827,0,20.0,0,0,0,0
KR6045036637,1,89,12.0,3,7518.0,7518,39,0,52196,49800,InvalidInvalidInvalidInvalidInvalid,1,0.0,4.0,79,11,40,10,733,95978,46322,61149,0,84644,27719,39816,1360,150,187534,80873,365,106642,21889,717,163,652,784,6910,6830,5673,4,0.0,0,0,0,0
KR6045095598,0,96,9.0,0,8945.0,8945,44,0,61283,59985,InvalidInvalidInvalidInvalidInvalid,1,5.0,4.0,89,11,47,16,918,145925,66294,56022,0,99014,47586,66075,1962,127,250030,118529,0,126761,21180,0,169,752,1044,5084,4644,4660,4,20.0,0,0,0,0
KR6045095598,1,123,25.0,8,10082.0,10082,47,0,62005,51650,InvalidInvalidInvalidInvalidInvalid,1,5.0,5.0,85,8,44,12,774,122080,56022,66295,0,160526,54686,54247,1865,158,287283,114729,6581,125382,28112,10209,209,593,1086,4673,4016,4833,4,20.0,0,0,0,0
KR6045130038,0,93,1.0,3,2554.0,2554,33,0,50707,45335,InvalidInvalidInvalidInvalidInvalid,0,5.0,0.0,75,8,33,15,1030,133131,58557,66109,0,66050,20605,44686,1284,154,200888,80590,2082,113044,28776,6916,178,1064,706,1705,1425,2245,1,20.0,0,0,0,0
KR6045130038,1,103,16.0,4,18827.0,18827,33,0,55508,43940,InvalidInvalidInvalidInvalidInvalid,1,0.0,2.0,68,9,33,12,932,136923,66109,58556,0,93112,37922,25369,1508,146,242341,106280,909,85354,20353,2793,167,1022,662,12305,2245,1425,4,5.0,0,0,0,0
KR6058769293,0,115,18.0,4,9858.0,9858,47,0,63050,58735,InvalidInvalidInvalidInvalidInvalid,0,10.0,0.0,82,12,45,13,949,154853,62052,42122,0,138559,45238,56000,1385,74,306640,114953,0,100970,8284,0,224,602,998,13222,7659,2845,2,20.0,0,0,0,0
